cause_of_death,date,Date-month,Year ,dead,missing,dead_and_missing,location,latitude,longitude,,
electrocuted,2003-07-08T00:00:00Z,2003 -- 7,2003,0,0,1,fuerteventura,28.358744,-14.053676,,
drowned,2003-07-01T00:00:00Z,2003 -- 7,2003,0,0,18,fuerteventura,28.358744,-14.053676,,
drowned,2003-06-10T00:00:00Z,2003 -- 6,2003,0,0,9,fuerteventura,28.358744,-14.053676,,
unknown,2003-06-02T00:00:00Z,2003 -- 6,2003,0,0,3,fuerteventura,28.358744,-14.053676,,
unknown,2003-05-30T00:00:00Z,2003 -- 5,2003,0,0,15,fuerteventura,28.358744,-14.053676,,
run over by a car,2003-02-24T00:00:00Z,2003 -- 2,2003,0,0,12,fuerteventura,28.358744,-14.053676,,
unknown,2003-02-19T00:00:00Z,2003 -- 2,2003,0,0,12,fuerteventura,28.358744,-14.053676,,
run over by a train,2003-02-11T00:00:00Z,2003 -- 2,2003,0,0,15,fuerteventura,28.358744,-14.053676,,
fall,2003-02-05T00:00:00Z,2003 -- 2,2003,0,0,2,fuerteventura,28.358744,-14.053676,,
unknown,2003-02-05T00:00:00Z,2003 -- 2,2003,0,0,9,fuerteventura,28.358744,-14.053676,,
unknown,2003-12-02T00:00:00Z,2003 -- 12,2003,0,0,15,fuerteventura,28.358744,-14.053676,,
unknown,2003-11-30T00:00:00Z,2003 -- 11,2003,0,0,5,fuerteventura,28.358744,-14.053676,,
drowned,2003-11-30T00:00:00Z,2003 -- 11,2003,0,0,9,fuerteventura,28.358744,-14.053676,,
unknown,2003-01-18T00:00:00Z,2003 -- 1,2003,4,0,4,fuerteventura,28.358744,-14.053676,,
shot,2003-01-15T00:00:00Z,2003 -- 1,2003,6,8,14,fuerteventura,28.358744,-14.053676,,
unknown,2003-01-14T00:00:00Z,2003 -- 1,2003,0,0,2,fuerteventura,28.358744,-14.053676,,
asphyxiated,2003-01-14T00:00:00Z,2003 -- 1,2003,0,0,2,fuerteventura,28.358744,-14.053676,,
heart failure,2003-01-14T00:00:00Z,2003 -- 1,2003,0,0,10,fuerteventura,28.358744,-14.053676,,
unknown,2003-01-14T00:00:00Z,2003 -- 1,2003,0,0,12,fuerteventura,28.358744,-14.053676,,
drowned,2003-01-07T00:00:00Z,2003 -- 1,2003,0,0,10,fuerteventura,28.358744,-14.053676,,
unknown,2003-01-06T00:00:00Z,2003 -- 1,2003,0,0,15,fuerteventura,28.358744,-14.053676,,
unknown,2002-08-21T00:00:00Z,2002 -- 8,2002,0,0,9,fuerteventura,28.358744,-14.053676,,
unknown,2002-07-29T00:00:00Z,2002 -- 7,2002,0,0,1,fuerteventura,28.358744,-14.053676,,
drowned,2002-07-10T00:00:00Z,2002 -- 7,2002,0,0,5,fuerteventura,28.358744,-14.053676,,
unknown,2002-07-10T00:00:00Z,2002 -- 7,2002,0,0,1,fuerteventura,28.358744,-14.053676,,
asphyxiated,2002-07-03T00:00:00Z,2002 -- 7,2002,0,0,1,fuerteventura,28.358744,-14.053676,,
fall,2002-10-05T00:00:00Z,2002 -- 10,2002,0,0,1,fuerteventura,28.358744,-14.053676,,
unknown,2002-01-06T00:00:00Z,2002 -- 1,2002,0,0,4,fuerteventura,28.358744,-14.053676,,
asphyxiated,2002-01-06T00:00:00Z,2002 -- 1,2002,0,0,1,fuerteventura,28.358744,-14.053676,,
unknown,2002-01-06T00:00:00Z,2002 -- 1,2002,0,0,1,fuerteventura,28.358744,-14.053676,,
unknown,2001-09-11T00:00:00Z,2001 -- 9,2001,0,0,7,fuerteventura,28.358744,-14.053676,,
fall,2001-08-18T00:00:00Z,2001 -- 8,2001,0,0,3,fuerteventura,28.358744,-14.053676,,
fall,2001-08-18T00:00:00Z,2001 -- 8,2001,0,0,2,fuerteventura,28.358744,-14.053676,,
run over by a car,2001-05-29T00:00:00Z,2001 -- 5,2001,0,0,15,fuerteventura,28.358744,-14.053676,,
stabbed,2001-05-24T00:00:00Z,2001 -- 5,2001,0,0,2,fuerteventura,28.358744,-14.053676,,
drowned,2001-12-16T00:00:00Z,2001 -- 12,2001,0,0,4,fuerteventura,28.358744,-14.053676,,
unknown,2001-12-09T00:00:00Z,2001 -- 12,2001,0,0,7,fuerteventura,28.358744,-14.053676,,
drowned,2001-11-27T00:00:00Z,2001 -- 11,2001,0,0,1,fuerteventura,28.358744,-14.053676,,
burned,2001-01-07T00:00:00Z,2001 -- 1,2001,0,0,1,fuerteventura,28.358744,-14.053676,,
unknown,2000-01-06T00:00:00Z,2000 -- 1,2000,0,0,1,fuerteventura,28.358744,-14.053676,,
unknown,2015-11-18T00:00:00Z,2015 -- 11,2015,1,17,18,Canary Islands,27.82,-14.04,,
lack of medical care,2004-11-27T00:00:00Z,2004 -- 11,2004,0,0,2,"Antigua, spain",28.415292,-14.01106,,
unknown,2006-05-07T00:00:00Z,2006 -- 5,2006,0,0,1,caleta,28.3968,-13.863823,,
unknown,2012-12-12T00:00:00Z,2012 -- 12,2012,0,0,1,lanzarote,29.046854,-13.589973,,
run over by a truck,2009-02-14T00:00:00Z,2009 -- 2,2009,0,0,1,lanzarote,29.046854,-13.589973,,
electrocuted,2009-02-14T00:00:00Z,2009 -- 2,2009,0,0,25,lanzarote,29.046854,-13.589973,,
unknown,2006-09-02T00:00:00Z,2006 -- 9,2006,0,0,1,lanzarote,29.046854,-13.589973,,
shot,2006-03-08T00:00:00Z,2006 -- 3,2006,0,0,1,lanzarote,29.046854,-13.589973,,
exhaustion,2004-09-06T00:00:00Z,2004 -- 9,2004,0,0,1,lanzarote,29.046854,-13.589973,,
run over by a car,2004-12-31T00:00:00Z,2004 -- 12,2004,0,0,1,lanzarote,29.046854,-13.589973,,
drowned,2003-08-29T00:00:00Z,2003 -- 8,2003,0,0,1,lanzarote,29.046854,-13.589973,,
died from dehydration,2003-04-24T00:00:00Z,2003 -- 4,2003,0,0,2,lanzarote,29.046854,-13.589973,,
run over by a car,2003-01-03T00:00:00Z,2003 -- 1,2003,0,0,10,lanzarote,29.046854,-13.589973,,
unknown,2002-06-18T00:00:00Z,2002 -- 6,2002,0,0,3,lanzarote,29.046854,-13.589973,,
unknown,2002-04-23T00:00:00Z,2002 -- 4,2002,0,0,11,lanzarote,29.046854,-13.589973,,
drowned,2002-01-02T00:00:00Z,2002 -- 1,2002,0,0,11,lanzarote,29.046854,-13.589973,,
drowned,2000-05-20T00:00:00Z,2000 -- 5,2000,0,0,1,lanzarote,29.046854,-13.589973,,
asphyxiated,2000-04-19T00:00:00Z,2000 -- 4,2000,1,0,1,lanzarote,29.046854,-13.589973,,
suicide,2000-04-14T00:00:00Z,2000 -- 4,2000,0,0,3,lanzarote,29.046854,-13.589973,,
drowned,2003-01-02T00:00:00Z,2003 -- 1,2003,0,0,12,teguise,29.060072,-13.560306,,
drowned,2014-10-10T00:00:00Z,2014 -- 10,2014,18,20,38,Off Guinea,9.224,-13.538,,
drowned,2007-04-04T00:00:00Z,2007 -- 4,2007,0,0,2,laayoun,27.153611,-13.203333,,
run over by a train,2006-07-31T00:00:00Z,2006 -- 7,2006,0,0,28,aiun,27.153611,-13.203333,,
run over by a bus,2006-06-26T00:00:00Z,2006 -- 6,2006,0,0,16,laayoun,27.153611,-13.203333,,
drowned,2006-06-26T00:00:00Z,2006 -- 6,2006,0,0,3,laayoun,27.153611,-13.203333,,
drowned,2006-03-16T00:00:00Z,2006 -- 3,2006,0,0,13,laayoun,27.153611,-13.203333,,
drowned,2006-03-06T00:00:00Z,2006 -- 3,2006,0,0,30,ayun,27.153611,-13.203333,,
burned,2006-12-29T00:00:00Z,2006 -- 12,2006,0,0,20,laayoun,27.153611,-13.203333,,
drowned,2006-11-25T00:00:00Z,2006 -- 11,2006,0,0,24,laayoun,27.153611,-13.203333,,
drowned,2006-11-25T00:00:00Z,2006 -- 11,2006,0,0,1,laayoun,27.153611,-13.203333,,
drowned,2006-11-25T00:00:00Z,2006 -- 11,2006,0,0,20,laayoun,27.153611,-13.203333,,
drowned,2005-03-11T00:00:00Z,2005 -- 3,2005,0,0,30,laayoun,27.153611,-13.203333,,
unknown,2005-12-02T00:00:00Z,2005 -- 12,2005,0,0,11,aiun,27.153611,-13.203333,,
drowned,2005-12-02T00:00:00Z,2005 -- 12,2005,0,0,30,aiun,27.153611,-13.203333,,
drowned,2005-01-01T00:00:00Z,2005 -- 1,2005,0,0,2,ayun,27.153611,-13.203333,,
drowned,2004-08-15T00:00:00Z,2004 -- 8,2004,0,0,16,laayoun,27.153611,-13.203333,,
drowned,2004-02-14T00:00:00Z,2004 -- 2,2004,0,0,18,laayoun,27.153611,-13.203333,,
drowned,2003-07-17T00:00:00Z,2003 -- 7,2003,0,0,25,aiun,27.153611,-13.203333,,
drowned,2002-11-29T00:00:00Z,2002 -- 11,2002,0,0,32,laayoun,27.153611,-13.203333,,
suicide,2000-05-04T00:00:00Z,2000 -- 5,2000,0,0,12,laayoun,27.153611,-13.203333,,
drowned,2000-01-01T00:00:00Z,2000 -- 1,2000,0,0,15,ayun,27.153611,-13.203333,,
lack of medical care,2008-02-12T00:00:00Z,2008 -- 2,2008,0,0,24,tarfaya,27.93556,-12.91871,,
hypothermia,2006-12-29T00:00:00Z,2006 -- 12,2006,0,0,9,tarfaya,27.93556,-12.91871,,
drowned,2005-04-07T00:00:00Z,2005 -- 4,2005,0,0,23,tarfaya,27.93556,-12.91871,,
drowned or thirst,2004-10-16T00:00:00Z,2004 -- 10,2004,0,0,1,tarfaya,27.93556,-12.91871,,
car accident,2004-10-14T00:00:00Z,2004 -- 10,2004,0,0,28,tarfaya,27.93556,-12.91871,,
drowned,2015-03-09T00:00:00Z,2015 -- 3,2015,4,8,12,Off Lanzarote,29.01,-12.79,,
lack of medical care,2007-04-22T00:00:00Z,2007 -- 4,2007,0,0,1,mauritania,21.00789,-10.940835,,
drowned,2007-10-17T00:00:00Z,2007 -- 10,2007,0,0,10,mauritania,21.00789,-10.940835,,
drowned,2007-10-15T00:00:00Z,2007 -- 10,2007,0,0,49,mauritania,21.00789,-10.940835,,
drowned,2006-08-13T00:00:00Z,2006 -- 8,2006,0,0,1,mauritania,21.00789,-10.940835,,
drowned,2007-07-30T00:00:00Z,2007 -- 7,2007,0,0,2,ayun,16.666667,-9.616667,,
drowned,2007-07-21T00:00:00Z,2007 -- 7,2007,0,0,42,ayun,16.666667,-9.616667,,
drowned,2012-06-29T00:00:00Z,2012 -- 6,2012,0,0,1,safi,32.310059,-9.236617,,
drowned,2006-05-02T00:00:00Z,2006 -- 5,2006,0,0,9,safi,32.310059,-9.236617,,
drowned,2004-05-17T00:00:00Z,2004 -- 5,2004,0,0,1,lisbon,38.725275,-9.150049,,
drowned,2003-09-30T00:00:00Z,2003 -- 9,2003,0,0,2,coruna,43.362344,-8.41154,,
drowned,2003-01-09T00:00:00Z,2003 -- 1,2003,0,0,2,"La Coruna, Spain",43.362344,-8.41154,,
drowned,2001-08-12T00:00:00Z,2001 -- 8,2001,0,0,2,coruna,43.362344,-8.41154,,
drowned,2007-09-23T00:00:00Z,2007 -- 9,2007,0,0,2,sada,43.355524,-8.255738,,
unknown,2006-06-25T00:00:00Z,2006 -- 6,2006,0,0,5,sada,43.355524,-8.255738,,
drowned,2006-05-02T00:00:00Z,2006 -- 5,2006,0,0,2,sada,43.355524,-8.255738,,
unknown,2006-02-04T00:00:00Z,2006 -- 2,2006,0,0,2,sada,43.355524,-8.255738,,
unknown,2005-03-06T00:00:00Z,2005 -- 3,2005,0,0,36,sada,43.355524,-8.255738,,
unknown,2000-08-08T00:00:00Z,2000 -- 8,2000,0,0,10,sada,43.355524,-8.255738,,
burned,2001-12-08T00:00:00Z,2001 -- 12,2001,0,0,8,Ireland,53.41291,-8.24389,,
asphyxiated,2008-10-05T00:00:00Z,2008 -- 10,2008,0,0,1,barrios,43.351149,-8.185424,,
unknown,2007-12-31T00:00:00Z,2007 -- 12,2007,0,0,8,barrios,43.351149,-8.185424,,
unknown,2004-08-21T00:00:00Z,2004 -- 8,2004,0,0,2,barrios,43.351149,-8.185424,,
drowned,2004-08-20T00:00:00Z,2004 -- 8,2004,0,0,1,barrios,43.351149,-8.185424,,
drowned,2007-11-13T00:00:00Z,2007 -- 11,2007,0,0,36,ifni,31.030972,-7.885086,,
run over by a bus,2008-01-21T00:00:00Z,2008 -- 1,2008,0,0,8,"luz, spain",43.001693,-7.85388,,
murdered,2005-08-12T00:00:00Z,2005 -- 8,2005,0,0,4,casablanca,33.533333,-7.583333,,
drowned,2004-01-06T00:00:00Z,2004 -- 1,2004,0,0,1,casablanca,33.533333,-7.583333,,
asphyxiated,2001-05-02T00:00:00Z,2001 -- 5,2001,0,0,1,casablanca,33.533333,-7.583333,,
crushed,2001-03-04T00:00:00Z,2001 -- 3,2001,0,0,1,casablanca,33.533333,-7.583333,,
drowned,2006-06-28T00:00:00Z,2006 -- 6,2006,0,0,16,"el ai'n, morocco",31.802985,-7.574833,,
drowned,2006-07-02T00:00:00Z,2006 -- 7,2006,0,0,45,Africa to Spain,35.010802,-7.514648,,
asphyxiated,2006-12-07T00:00:00Z,2006 -- 12,2006,0,0,28,Africa to Spain,35.010802,-7.514648,,
drowned,2005-12-26T00:00:00Z,2005 -- 12,2005,0,0,1,Africa to Spain,35.010802,-7.514648,,
drowned,2005-12-24T00:00:00Z,2005 -- 12,2005,0,0,1,Africa to Spain,35.010802,-7.514648,,
asphyxiated,2005-01-03T00:00:00Z,2005 -- 1,2005,0,0,1,Africa to Spain,35.010802,-7.514648,,
drowned,2004-04-18T00:00:00Z,2004 -- 4,2004,0,0,1,Africa to Spain,35.010802,-7.514648,,
unknown,2003-10-05T00:00:00Z,2003 -- 10,2003,0,0,11,Africa to Spain,35.010802,-7.514648,,
drowned,2003-01-07T00:00:00Z,2003 -- 1,2003,0,0,13,Africa to Spain,35.010802,-7.514648,,
hypothermia,2002-06-23T00:00:00Z,2002 -- 6,2002,0,0,1,Africa to Spain,35.010802,-7.514648,,
suffocated or drowned,2002-10-04T00:00:00Z,2002 -- 10,2002,0,0,7,Africa to Spain,35.010802,-7.514648,,
police violence,2002-10-04T00:00:00Z,2002 -- 10,2002,0,0,6,Africa to Spain,35.010802,-7.514648,,
unknown,2000-01-05T00:00:00Z,2000 -- 1,2000,0,0,2,Africa to Spain,35.010802,-7.514648,,
asphyxiated,2012-06-11T00:00:00Z,2012 -- 6,2012,0,0,2,morocco,31.791702,-7.09262,,
drowned,2011-06-11T00:00:00Z,2011 -- 6,2011,0,0,1,morocco,31.791702,-7.09262,,
drowned,2011-06-11T00:00:00Z,2011 -- 6,2011,0,0,2,morocco,31.791702,-7.09262,,
drowned,2008-04-27T00:00:00Z,2008 -- 4,2008,0,0,36,morocco,31.791702,-7.09262,,
drowned,2005-06-12T00:00:00Z,2005 -- 6,2005,0,0,12,morocco,31.791702,-7.09262,,
asphyxiated,2005-12-04T00:00:00Z,2005 -- 12,2005,0,0,3,morocco,31.791702,-7.09262,,
run over,2005-11-02T00:00:00Z,2005 -- 11,2005,0,0,11,morocco,31.791702,-7.09262,,
run over by a bus,2003-03-09T00:00:00Z,2003 -- 3,2003,0,0,1,morocco,31.791702,-7.09262,,
unknown,2000-05-08T00:00:00Z,2000 -- 5,2000,0,0,7,morocco,31.791702,-7.09262,,
unknown,2000-05-08T00:00:00Z,2000 -- 5,2000,0,0,2,morocco,31.791702,-7.09262,,
run over by a truck,2000-09-16T00:00:00Z,2000 -- 9,2000,0,0,10,"Skhirat, Morocco",33.85,-7.03,,
drowned,2012-01-21T00:00:00Z,2012 -- 1,2012,0,0,1,palos,37.22813,-6.890386,,
drowned,2009-03-07T00:00:00Z,2009 -- 3,2009,0,0,12,palos,37.22813,-6.890386,,
drowned,2006-12-22T00:00:00Z,2006 -- 12,2006,0,0,1,rabat,34.015049,-6.83272,,
exhaustion or thirst,2001-09-17T00:00:00Z,2001 -- 9,2001,0,0,5,rabat,34.015049,-6.83272,,
crushed,2001-09-08T00:00:00Z,2001 -- 9,2001,0,0,13,rabat,34.015049,-6.83272,,
drowned,2008-07-09T00:00:00Z,2008 -- 7,2008,0,0,50,kenitra,34.264061,-6.578296,,
drowned,2008-10-08T00:00:00Z,2008 -- 10,2008,0,0,49,kenitra,34.264061,-6.578296,,
drowned,2006-09-22T00:00:00Z,2006 -- 9,2006,0,0,25,kenitra,34.264061,-6.578296,,
unknown,2006-04-24T00:00:00Z,2006 -- 4,2006,0,0,25,kenitra,34.264061,-6.578296,,
exhaustion,2002-01-08T00:00:00Z,2002 -- 1,2002,0,0,13,kenitra,34.264061,-6.578296,,
drowned,2001-09-08T00:00:00Z,2001 -- 9,2001,0,0,41,kenitra,34.264061,-6.578296,,
unknown,2016-06-07T00:00:00Z,2016 -- 6,2016,0,1,1,near Cadiz,36.5174058,-6.4323074,,
lack of medical care,2003-10-21T00:00:00Z,2003 -- 10,2003,0,0,37,"Rota, Spain",36.62629,-6.362981,,
drowned,2012-09-30T00:00:00Z,2012 -- 9,2012,0,0,1,cadiz,36.527061,-6.288596,,
drowned,2009-03-16T00:00:00Z,2009 -- 3,2009,0,0,1,cadiz,36.527061,-6.288596,,
drowned,2007-12-31T00:00:00Z,2007 -- 12,2007,0,0,9,cadiz,36.527061,-6.288596,,
drowned,2005-12-23T00:00:00Z,2005 -- 12,2005,0,0,2,cadiz,36.527061,-6.288596,,
shot,2004-07-31T00:00:00Z,2004 -- 7,2004,0,0,30,cadiz,36.527061,-6.288596,,
police violence,2004-05-24T00:00:00Z,2004 -- 5,2004,0,0,3,cadiz,36.527061,-6.288596,,
shot,2004-02-07T00:00:00Z,2004 -- 2,2004,0,0,5,cadiz,36.527061,-6.288596,,
unknown,2004-01-07T00:00:00Z,2004 -- 1,2004,0,0,1,cadiz,36.527061,-6.288596,,
drowned,2003-04-25T00:00:00Z,2003 -- 4,2003,0,0,1,cadiz,36.527061,-6.288596,,
drowned,2003-11-15T00:00:00Z,2003 -- 11,2003,0,0,1,cadiz,36.527061,-6.288596,,
run over by a truck,2003-10-26T00:00:00Z,2003 -- 10,2003,0,0,2,cadiz,36.527061,-6.288596,,
drowned,2003-10-24T00:00:00Z,2003 -- 10,2003,0,0,11,cadiz,36.527061,-6.288596,,
hypothermia and dehydration,2003-10-24T00:00:00Z,2003 -- 10,2003,0,0,37,cadiz,36.527061,-6.288596,,
drowned,2003-01-12T00:00:00Z,2003 -- 1,2003,0,0,2,cadiz,36.527061,-6.288596,,
unknown,2003-01-11T00:00:00Z,2003 -- 1,2003,0,0,1,cadiz,36.527061,-6.288596,,
burned,2002-12-01T00:00:00Z,2002 -- 12,2002,0,0,4,cadiz,36.527061,-6.288596,,
lack of medical care,2002-10-01T00:00:00Z,2002 -- 10,2002,0,0,9,cadiz,36.527061,-6.288596,,
drowned,2001-08-20T00:00:00Z,2001 -- 8,2001,0,0,1,cadiz,36.527061,-6.288596,,
drowned,2001-05-23T00:00:00Z,2001 -- 5,2001,0,0,1,cadiz,36.527061,-6.288596,,
run over by a car,2001-01-05T00:00:00Z,2001 -- 1,2001,0,0,1,cadiz,36.527061,-6.288596,,
drowned,2000-09-11T00:00:00Z,2000 -- 9,2000,0,0,3,cadiz,36.527061,-6.288596,,
drowned,2000-05-13T00:00:00Z,2000 -- 5,2000,0,0,10,cadiz,36.527061,-6.288596,,
drowned,2000-05-13T00:00:00Z,2000 -- 5,2000,0,0,3,cadiz,36.527061,-6.288596,,
drowned,2000-05-07T00:00:00Z,2000 -- 5,2000,0,0,13,cadiz,36.527061,-6.288596,,
drowned,2000-04-30T00:00:00Z,2000 -- 4,2000,0,0,1,cadiz,36.527061,-6.288596,,
drowned,2000-04-29T00:00:00Z,2000 -- 4,2000,0,0,2,cadiz,36.527061,-6.288596,,
drowned,2000-04-29T00:00:00Z,2000 -- 4,2000,0,0,20,cadiz,36.527061,-6.288596,,
police violence,2000-03-23T00:00:00Z,2000 -- 3,2000,0,0,5,cadiz,36.527061,-6.288596,,
shot by the police,2000-02-29T00:00:00Z,2000 -- 2,2000,0,0,2,cadiz,36.527061,-6.288596,,
drowned,2000-12-05T00:00:00Z,2000 -- 12,2000,0,0,2,cadiz,36.527061,-6.288596,,
drowned,2000-01-04T00:00:00Z,2000 -- 1,2000,0,0,1,cadiz,36.527061,-6.288596,,
exhaustion,2002-01-01T00:00:00Z,2002 -- 1,2002,0,0,1,dublin,53.349805,-6.26031,,
burned,2000-06-22T00:00:00Z,2000 -- 6,2000,0,0,1,dublin,53.349805,-6.26031,,
drowned,2003-10-17T00:00:00Z,2003 -- 10,2003,0,0,4,larache,35.183333,-6.15,,
unknown,2003-01-10T00:00:00Z,2003 -- 1,2003,0,0,13,larache,35.183333,-6.15,,
drowned,2003-01-10T00:00:00Z,2003 -- 1,2003,0,0,17,larache,35.183333,-6.15,,
illness,2002-11-12T00:00:00Z,2002 -- 11,2002,0,0,4,larache,35.183333,-6.15,,
drowned,2002-11-12T00:00:00Z,2002 -- 11,2002,0,0,2,larache,35.183333,-6.15,,
unknown,2002-11-10T00:00:00Z,2002 -- 11,2002,0,0,47,larache,35.183333,-6.15,,
drowned,2004-02-25T00:00:00Z,2004 -- 2,2004,0,0,1,chiclana,36.418702,-6.148541,,
drowned,2008-01-22T00:00:00Z,2008 -- 1,2008,0,0,17,"conil, spain",36.277685,-6.087779,,
died (presumably) from ill treatments,2002-11-09T00:00:00Z,2002 -- 11,2002,0,0,5,sevilla,37.388096,-5.98233,,
drowned,2001-06-08T00:00:00Z,2001 -- 6,2001,0,0,2,sevilla,37.388096,-5.98233,,
drowned,2009-07-16T00:00:00Z,2009 -- 7,2009,0,0,1,barbate,36.19002,-5.92248,,
heart failure,2009-06-28T00:00:00Z,2009 -- 6,2009,0,0,9,barbate,36.19002,-5.92248,,
drowned,2008-03-31T00:00:00Z,2008 -- 3,2008,0,0,2,barbate,36.19002,-5.92248,,
heart failure,2008-02-29T00:00:00Z,2008 -- 2,2008,0,0,1,barbate,36.19002,-5.92248,,
drowned,2008-01-09T00:00:00Z,2008 -- 1,2008,0,0,1,barbate,36.19002,-5.92248,,
suicide,2008-01-05T00:00:00Z,2008 -- 1,2008,0,0,6,barbate,36.19002,-5.92248,,
died in childbirth,2003-01-07T00:00:00Z,2003 -- 1,2003,0,0,9,barbate,36.19002,-5.92248,,
shot by the police,2002-08-09T00:00:00Z,2002 -- 8,2002,0,0,14,barbate,36.19002,-5.92248,,
exhaustion,2002-08-09T00:00:00Z,2002 -- 8,2002,0,0,2,barbate,36.19002,-5.92248,,
suicide,2002-10-07T00:00:00Z,2002 -- 10,2002,0,0,14,barbate,36.19002,-5.92248,,
drowned,2002-01-09T00:00:00Z,2002 -- 1,2002,0,0,5,barbate,36.19002,-5.92248,,
suicide,2002-01-09T00:00:00Z,2002 -- 1,2002,0,0,9,barbate,36.19002,-5.92248,,
drowned,2000-07-17T00:00:00Z,2000 -- 7,2000,0,0,1,barbate,36.19002,-5.92248,,
drowned,2014-12-19T00:00:00Z,2014 -- 12,2014,9,0,9,Strait of Gibraltar,35.97,-5.84,,
heart failure,2000-03-08T00:00:00Z,2000 -- 3,2000,0,0,1,"Bahia Plata, Spain",36.098208,-5.820705,,
exhaustion,2015-07-01T00:00:00Z,2015 -- 7,2015,1,0,1,Tanger,35.766667,-5.8,,
drowned,2014-06-27T00:00:00Z,2014 -- 6,2014,2,9,11,Tanger,35.766667,-5.8,,
drowned,2013-12-07T00:00:00Z,2013 -- 12,2013,0,0,1,Tangiers,35.766667,-5.8,,
murdered,2012-11-05T00:00:00Z,2012 -- 11,2012,0,0,89,tangier,35.766667,-5.8,,
fall,2009-09-11T00:00:00Z,2009 -- 9,2009,0,0,1,tanger,35.766667,-5.8,,
drowned,2009-12-08T00:00:00Z,2009 -- 12,2009,0,0,1,tangier,35.766667,-5.8,,
exhaustion,2005-06-12T00:00:00Z,2005 -- 6,2005,0,0,14,tanger,35.766667,-5.8,,
drowned,2004-09-02T00:00:00Z,2004 -- 9,2004,0,0,1,tangier,35.766667,-5.8,,
drowned,2004-03-08T00:00:00Z,2004 -- 3,2004,0,0,2,tangiers,35.766667,-5.8,,
drowned,2003-01-18T00:00:00Z,2003 -- 1,2003,18,0,18,tangier,35.766667,-5.8,,
heart failure,2003-01-16T00:00:00Z,2003 -- 1,2003,0,0,19,tanger,35.766667,-5.8,,
drowned,2000-05-07T00:00:00Z,2000 -- 5,2000,0,0,32,tanger,35.766667,-5.8,,
suicide,2013-07-31T00:00:00Z,2013 -- 7,2013,0,0,1,tarifa,36.018776,-5.600819,,
drowned,2013-04-17T00:00:00Z,2013 -- 4,2013,0,0,1,tarifa,36.018776,-5.600819,,
suicide,2013-03-15T00:00:00Z,2013 -- 3,2013,0,0,2,tarifa,36.018776,-5.600819,,
suicide,2013-03-01T00:00:00Z,2013 -- 3,2013,0,0,4,tarifa,36.018776,-5.600819,,
drowned,2012-11-08T00:00:00Z,2012 -- 11,2012,0,0,3,tarifa,36.018776,-5.600819,,
drowned,2012-11-08T00:00:00Z,2012 -- 11,2012,0,0,1,tarifa,36.018776,-5.600819,,
drowned,2009-06-03T00:00:00Z,2009 -- 6,2009,0,0,18,tarifa,36.018776,-5.600819,,
car accident,2009-04-29T00:00:00Z,2009 -- 4,2009,0,0,1,tarifa,36.018776,-5.600819,,
drowned,2009-04-05T00:00:00Z,2009 -- 4,2009,0,0,25,tarifa,36.018776,-5.600819,,
drowned,2009-11-17T00:00:00Z,2009 -- 11,2009,0,0,1,tarifa,36.018776,-5.600819,,
shot by the police,2008-02-02T00:00:00Z,2008 -- 2,2008,0,0,2,tarifa,36.018776,-5.600819,,
unknown,2008-02-01T00:00:00Z,2008 -- 2,2008,0,0,1,tarifa,36.018776,-5.600819,,
suicide - jumped in water,2006-09-20T00:00:00Z,2006 -- 9,2006,0,0,2,tarifa,36.018776,-5.600819,,
suicide - other,2005-04-18T00:00:00Z,2005 -- 4,2005,0,0,1,tarifa,36.018776,-5.600819,,
drowned,2005-12-24T00:00:00Z,2005 -- 12,2005,0,0,2,tarifa,36.018776,-5.600819,,
drowned,2005-11-29T00:00:00Z,2005 -- 11,2005,0,0,1,tarifa,36.018776,-5.600819,,
frozen,2004-07-30T00:00:00Z,2004 -- 7,2004,0,0,3,tarifa,36.018776,-5.600819,,
drowned,2004-07-30T00:00:00Z,2004 -- 7,2004,0,0,1,tarifa,36.018776,-5.600819,,
drowned,2004-07-30T00:00:00Z,2004 -- 7,2004,0,0,1,tarifa,36.018776,-5.600819,,
drowned,2003-08-16T00:00:00Z,2003 -- 8,2003,0,0,1,tarifa,36.018776,-5.600819,,
unknown,2003-07-13T00:00:00Z,2003 -- 7,2003,0,0,30,tarifa,36.018776,-5.600819,,
drowned,2003-07-13T00:00:00Z,2003 -- 7,2003,0,0,5,tarifa,36.018776,-5.600819,,
drowned,2003-06-22T00:00:00Z,2003 -- 6,2003,0,0,2,tarifa,36.018776,-5.600819,,
unknown,2003-06-13T00:00:00Z,2003 -- 6,2003,0,0,30,tarifa,36.018776,-5.600819,,
drowned,2003-01-31T00:00:00Z,2003 -- 1,2003,0,0,10,tarifa,36.018776,-5.600819,,
drowned,2003-01-31T00:00:00Z,2003 -- 1,2003,0,0,7,tarifa,36.018776,-5.600819,,
suicide - hanged,2003-01-03T00:00:00Z,2003 -- 1,2003,0,0,76,tarifa,36.018776,-5.600819,,
drowned,2003-01-01T00:00:00Z,2003 -- 1,2003,0,0,7,tarifa,36.018776,-5.600819,,
frozen,2002-09-04T00:00:00Z,2002 -- 9,2002,0,0,2,tarifa,36.018776,-5.600819,,
police violence,2002-08-01T00:00:00Z,2002 -- 8,2002,0,0,13,tarifa,36.018776,-5.600819,,
police violence,2002-05-08T00:00:00Z,2002 -- 5,2002,0,0,2,tarifa,36.018776,-5.600819,,
