cause_of_death,date,Date-month,Year ,dead,missing,dead_and_missing,location,latitude,longitude,,
drowned,2001-01-08T00:00:00Z,2001 -- 1,2001,0,0,5,Turkey to Greece,38.652771,26.613007,,
unknown,2001-01-06T00:00:00Z,2001 -- 1,2001,0,0,15,Turkey to Greece,38.652771,26.613007,,
suicide - hanged,2001-01-06T00:00:00Z,2001 -- 1,2001,0,0,3,Turkey to Greece,38.652771,26.613007,,
drowned,2015-07-20T00:00:00Z,2015 -- 7,2015,1,0,1,Between Egypt and Sicily,32.23,26.64,,
unknown,2015-10-22T00:00:00Z,2015 -- 10,2015,2,1,3,Ayvalık,39.366,26.67,,
drowned,2016-01-21T00:00:00Z,2016 -- 1,2016,13,11,24,Foca,36.8,26.7,,
drowned,2008-06-11T00:00:00Z,2008 -- 6,2008,0,0,4,ayvalik,39.33589,26.71281,,
drowned,2008-12-07T00:00:00Z,2008 -- 12,2008,4,0,5,ayvalik,39.33589,26.71281,,
asphyxiated,2004-02-23T00:00:00Z,2004 -- 2,2004,0,0,15,ayvalik,39.33589,26.71281,,
asphyxiated,2016-04-15T00:00:00Z,2016 -- 4,2016,1,0,1,Izmir,38.63,26.72,,
unknown,2016-04-30T00:00:00Z,2016 -- 4 ,2016,1,0,1,Samos,37.713446,26.7753292,,
unknown,2016-01-22T00:00:00Z,2016 -- 1,2016,8,0,8,Farmakonissi,37.2,26.8,,
unknown,2016-01-29T00:00:00Z,2016 -- 1,2016,1,0,1,Samos,37.7,26.8,,
drowned,2016-01-29T00:00:00Z,2016 -- 1,2016,1,0,1,Samos,37.7,26.8,,
unknown,2016-01-28T00:00:00Z,2016 -- 1,2016,26,11,37,Samos,37.7,26.8,,
unknown,2016-01-26T00:00:00Z,2016 -- 1,2016,1,0,1,Samos,37.7,26.8,,
unknown,2016-01-24T00:00:00Z,2016 -- 1,2016,2,0,2,Samos,37.7,26.8,,
drowned,2016-01-23T00:00:00Z,2016 -- 1,2016,1,0,1,Samos,37.7,26.8,,
suicide - jumped from building,2016-01-16T00:00:00Z,2016 -- 1,2016,1,0,1,Samos,37.7,26.8,,
died (presumably) from ill treatments,2016-01-16T00:00:00Z,2016 -- 1,2016,6,0,6,Samos,37.7,26.8,,
suicide - jumped from building,2016-01-04T00:00:00Z,2016 -- 1,2016,1,0,1,Samos,37.7,26.8,,
shot by the police,2015-08-19T00:00:00Z,2015 -- 8,2015,1,0,1,Off Samos,37.7,26.8,,
unknown,2015-11-01T00:00:00Z,2015 -- 11,2015,15,0,15,Samos,37.71,26.8,,
drowned,2015-09-13T00:00:00Z,2015 -- 9,2015,0,4,4,Off Samos,37.71,26.8,,
asphyxiated,2015-12-22T00:00:00Z,2015 -- 12,2015,11,0,11,Samos,37.711,26.8,,
shot by the police,2015-11-06T00:00:00Z,2015 -- 11,2015,1,1,2,Samos,37.711,26.8,,
drowned,2015-10-28T00:00:00Z,2015 -- 10,2015,4,0,4,Samos,37.711,26.8,,
murdered,2016-02-02T00:00:00Z,2016 -- 2,2016,9,0,9,Seferihisar coast,38.1,26.8,,
drowned,2016-01-05T00:00:00Z,2016 -- 1,2016,6,0,6, Seferihisar,38.1,26.8,,
drowned,2016-01-09T00:00:00Z,2016 -- 1,2016,7,0,7,West Turkey,39.2,26.8,,
unknown,2014-05-04T05:00:00Z,2014 -- 5,2014,22,0,22,Off Samos,37.743215,26.820351,,
drowned,2013-09-12T00:00:00Z,2013 -- 9,2013,0,0,3,"Samos, Greece",37.743215,26.820351,,
hypothermia,2011-09-20T00:00:00Z,2011 -- 9,2011,0,0,4,samos,37.743215,26.820351,,
unknown,2010-11-01T00:00:00Z,2010 -- 11,2010,0,0,8,samos,37.743215,26.820351,,
unknown,2010-10-13T00:00:00Z,2010 -- 10,2010,0,0,1,samos,37.743215,26.820351,,
asphyxiated,2010-01-04T00:00:00Z,2010 -- 1,2010,0,0,1,samos,37.743215,26.820351,,
suicide - other,2008-06-11T00:00:00Z,2008 -- 6,2008,0,0,1,samos,37.743215,26.820351,,
fall,2008-05-19T00:00:00Z,2008 -- 5,2008,0,0,2,samos,37.743215,26.820351,,
drowned,2008-05-15T00:00:00Z,2008 -- 5,2008,0,0,21,samos,37.743215,26.820351,,
drowned,2008-12-05T00:00:00Z,2008 -- 12,2008,1,0,1,samos,37.743215,26.820351,,
frozen,2007-09-23T00:00:00Z,2007 -- 9,2007,0,0,2,samos,37.743215,26.820351,,
drowned,2007-09-05T00:00:00Z,2007 -- 9,2007,0,0,2,samos,37.743215,26.820351,,
drowned,2007-08-29T00:00:00Z,2007 -- 8,2007,0,0,1,samos,37.743215,26.820351,,
unknown,2007-08-01T00:00:00Z,2007 -- 8,2007,0,0,1,samos,37.743215,26.820351,,
fall,2007-06-10T00:00:00Z,2007 -- 6,2007,0,0,2,samos,37.743215,26.820351,,
drowned,2007-04-07T00:00:00Z,2007 -- 4,2007,0,0,1,samos,37.743215,26.820351,,
drowned,2007-03-16T00:00:00Z,2007 -- 3,2007,0,0,11,samos,37.743215,26.820351,,
car accident,2007-02-15T00:00:00Z,2007 -- 2,2007,0,0,24,samos,37.743215,26.820351,,
murdered,2007-02-01T00:00:00Z,2007 -- 2,2007,0,0,17,samos,37.743215,26.820351,,
unknown,2007-10-21T00:00:00Z,2007 -- 10,2007,0,0,17,samos,37.743215,26.820351,,
car accident,2007-01-16T00:00:00Z,2007 -- 1,2007,0,0,7,samos,37.743215,26.820351,,
fall,2006-06-05T00:00:00Z,2006 -- 6,2006,0,0,1,samos,37.743215,26.820351,,
drowned,2006-12-31T00:00:00Z,2006 -- 12,2006,0,0,50,samos,37.743215,26.820351,,
drowned,2006-12-01T00:00:00Z,2006 -- 12,2006,0,0,3,samos,37.743215,26.820351,,
burned,2005-01-09T00:00:00Z,2005 -- 1,2005,0,0,3,samos,37.743215,26.820351,,
unknown,2004-09-19T00:00:00Z,2004 -- 9,2004,0,0,5,samos,37.743215,26.820351,,
drowned,2004-12-13T00:00:00Z,2004 -- 12,2004,0,0,1,samos,37.743215,26.820351,,
drowned,2004-12-10T00:00:00Z,2004 -- 12,2004,0,0,3,samos,37.743215,26.820351,,
suicide - hanged,2004-10-11T00:00:00Z,2004 -- 10,2004,0,0,3,samos,37.743215,26.820351,,
blown in minefield,2007-08-11T00:00:00Z,2007 -- 8,2007,0,0,86,seferihisar,38.2,26.833333,,
blown in minefield,2006-11-11T00:00:00Z,2006 -- 11,2006,0,0,51,seferihisar,38.2,26.833333,,
suicide - other,2009-12-11T00:00:00Z,2009 -- 12,2009,0,0,2,leros,37.140914,26.848843,,
car accident,2007-04-26T00:00:00Z,2007 -- 4,2007,0,0,3,leros,37.140914,26.848843,,
hypothermia,2005-06-25T00:00:00Z,2005 -- 6,2005,0,0,2,dikili,39.072097,26.888203,,
drowned,2016-03-20T00:00:00Z,2016 -- 3,2016,2,0,2,Kalolimnos,36.9,26.9,,
unknown,2016-01-22T00:00:00Z,2016 -- 1,2016,35,0,35,Kalolimnos,36.9,26.9,,
hypothermia,2016-03-09T00:00:00Z,2016 -- 3,2016,1,0,1,Samos,37.7,26.9,,
unknown,2016-02-08T00:00:00Z,2016 -- 2,2016,27,11,38,Erdemit Bay,39.5,26.9,,
unknown,2008-10-05T00:00:00Z,2008 -- 10,2008,0,0,18,"Malkara, turkey",40.895168,26.90943,,
drowned,2016-04-01T00:00:00Z,2016 -- 4,2016,1,0,1,Samos,37.68,26.94,,
drowned,2016-04-09T00:00:00Z,2016 -- 4,2016,5,4,9,Samos,37.75,26.96,,
drowned,2015-10-28T00:00:00Z,2015 -- 10,2015,3,0,3,Agathonissi,37.465,26.967,,
drowned,2016-01-02T00:00:00Z,2016 -- 1,2016,1,0,1,Agathonisi,37.4653524,26.9676859,,
run over by a train,2015-09-05T00:00:00Z,2015 -- 9,2015,1,0,1,Agathonisi,37.4653524,26.9676859,,
drowned,2015-12-23T00:00:00Z,2015 -- 12,2015,0,1,1,Leros,37.16,26.97,,
hypothermia,2016-04-15T00:00:00Z,2016 -- 4,2016,1,0,1,Samos,37.75,26.97,,
electrocuted,2014-07-10T05:00:00Z,2014 -- 7,2014,2,0,2,Samos,37.754786,26.97777,,
drowned,2015-09-02T00:00:00Z,2015 -- 9,2015,12,0,12,near Kos,31,27,,
blown in minefield,2015-08-18T00:00:00Z,2015 -- 8,2015,6,0,6,Near Kos,31.1,27,,
blown in minefield,2014-08-22T00:00:00Z,2014 -- 8,2014,1,0,1,"Off Tilos, Greece",36,27,,
drowned,2014-03-18T00:00:00Z,2014 -- 3,2014,4,0,4,Off Greece,36,27,,
car accident,2015-10-17T00:00:00Z,2015 -- 10,2015,1,0,1,In the Aegean Sea,37,27,,
drowned,2015-10-15T00:00:00Z,2015 -- 10,2015,12,0,12,In the Aegean Sea,37.1,27,,
drowned,2016-01-15T00:00:00Z,2016 -- 1,2016,1,0,1,Farmakonissi,37.2,27,,
car accident,2016-03-09T00:00:00Z,2016 -- 3,2016,1,0,1,Samos,37.7,27.01,,
murdered,2015-07-07T00:00:00Z,2015 -- 7,2015,1,15,16,Farmakonisi,37.291,27.08,,
drowned,2015-09-14T00:00:00Z,2015 -- 9,2015,2,0,2,near Izmir,38.41,27.08,,
drowned,2014-01-19T00:00:00Z,2014 -- 1,2014,4,5,12,"Farmakonisi, Greece",37.282956,27.088338,,
drowned,2013-05-14T00:00:00Z,2013 -- 5,2013,0,0,1,farmakonisi,37.282956,27.088338,,
unknown,2005-04-25T00:00:00Z,2005 -- 4,2005,0,0,2,farmakonisi,37.282956,27.088338,,
drowned,2015-09-25T00:00:00Z,2015 -- 9,2015,0,7,7,Kos,31,27.09,,
unknown,2015-09-15T00:00:00Z,2015 -- 9,2015,22,0,22,near Kos,31,27.1,,
drowned,2015-11-17T00:00:00Z,2015 -- 11,2015,9,2,11,Kos,31.1,27.1,,
car accident,2015-11-05T00:00:00Z,2015 -- 11,2015,1,1,2,Near Kos,31.1,27.1,,
unknown,2015-10-03T00:00:00Z,2015 -- 10,2015,2,0,2,Near Kos,31.1,27.1,,
lack of medical care,2015-08-16T00:00:00Z,2015 -- 8,2015,1,0,1,Near Kos,31.1,27.1,,
died after a fight,2013-07-26T00:00:00Z,2013 -- 7,2013,0,0,2,kos,36.799851,27.102943,,
frozen,2013-07-25T00:00:00Z,2013 -- 7,2013,0,0,10,kos,36.799851,27.102943,,
drowned,2009-08-12T00:00:00Z,2009 -- 8,2009,2,0,2,kos,36.799851,27.102943,,
asphyxiated,2009-12-07T00:00:00Z,2009 -- 12,2009,0,0,2,kos,36.799851,27.102943,,
drowned,2005-07-19T00:00:00Z,2005 -- 7,2005,0,0,2,kos,36.799851,27.102943,,
run over by a train,2002-06-27T00:00:00Z,2002 -- 6,2002,0,0,12,kos,36.799851,27.102943,,
drowned,2002-06-26T00:00:00Z,2002 -- 6,2002,0,0,6,kos,36.799851,27.102943,,
hypothermia,2002-06-26T00:00:00Z,2002 -- 6,2002,0,0,5,kos,36.799851,27.102943,,
unknown,2002-01-11T00:00:00Z,2002 -- 1,2002,0,0,44,kos,36.799851,27.102943,,
drowned,2001-10-25T00:00:00Z,2001 -- 10,2001,0,0,1,kos,36.799851,27.102943,,
hypothermia,2000-08-25T00:00:00Z,2000 -- 8,2000,0,0,16,kos,36.799851,27.102943,,
drowned,2000-08-25T00:00:00Z,2000 -- 8,2000,0,0,8,kos,36.799851,27.102943,,
electrocuted,2000-03-24T00:00:00Z,2000 -- 3,2000,0,0,9,kos,36.799851,27.102943,,
suicide - jumped in water,2015-10-29T00:00:00Z,2015 -- 10,2015,19,0,19,Kalymnos,37.01,27.12,,
drowned,2012-06-08T00:00:00Z,2012 -- 6,2012,0,0,64,izmir,38.41885,27.12872,,
frozen,2007-08-16T00:00:00Z,2007 -- 8,2007,0,0,11,izmir,38.41885,27.12872,,
hypothermia,2007-12-09T00:00:00Z,2007 -- 12,2007,0,0,50,izmir,38.41885,27.12872,,
blown in minefield,2006-09-25T00:00:00Z,2006 -- 9,2006,0,0,9,izmir,38.41885,27.12872,,
drowned,2006-11-18T00:00:00Z,2006 -- 11,2006,0,0,3,izmir,38.41885,27.12872,,
unknown,2005-07-12T00:00:00Z,2005 -- 7,2005,0,0,3,izmir,38.41885,27.12872,,
asphyxiated,2002-06-10T00:00:00Z,2002 -- 6,2002,0,0,2,izmir,38.41885,27.12872,,
unknown,2002-05-30T00:00:00Z,2002 -- 5,2002,0,0,5,izmir,38.41885,27.12872,,
drowned,2002-05-28T00:00:00Z,2002 -- 5,2002,0,0,5,izmir,38.41885,27.12872,,
asphyxiated,2015-09-13T00:00:00Z,2015 -- 9,2015,34,0,34,Farmakonisi,37.29721,27.135624,,
unknown,2002-08-05T00:00:00Z,2002 -- 8,2002,0,0,1,menderes,38.244854,27.13824,,
drowned,2002-11-05T00:00:00Z,2002 -- 11,2002,0,0,1,menderes,38.244854,27.13824,,
unknown,2002-01-04T00:00:00Z,2002 -- 1,2002,0,0,5,"Menteres, Turkey",38.244854,27.13824,,
electrocuted,2015-10-16T00:00:00Z,2015 -- 10,2015,4,3,7,Kalymnos,37.0211,27.151,,
unknown,2015-12-23T00:00:00Z,2015 -- 12,2015,13,0,13,Farmakonisi,37.29,27.16,,
burned,2015-12-10T00:00:00Z,2015 -- 12,2015,4,9,13,Farmakonisi,37.29,27.16,,
drowned,2015-12-08T00:00:00Z,2015 -- 12,2015,1,0,1,Farmakonisi,37.29,27.16,,
drowned,2015-12-09T00:00:00Z,2015 -- 12,2015,12,12,24,Farmakonisi,37.29,27.16,,
fall,2015-12-03T00:00:00Z,2015 -- 12,2015,1,3,4,Farmakonisi,37.29,27.16,,
hypothermia,2015-11-01T00:00:00Z,2015 -- 11,2015,4,6,10,Farmakonisi,37.29,27.16,,
police violence,2015-10-16T00:00:00Z,2015 -- 10,2015,1,0,1,Sredets,42.3453,27.1638,,
asphyxiated,2015-10-18T00:00:00Z,2015 -- 10,2015,1,0,1,Farmakonisi,37.299,27.167,,
asphyxiated,2015-10-21T00:00:00Z,2015 -- 10,2015,0,15,15,Kuşadası ,37.87,27.18,,
unknown,2016-04-22T00:00:00Z,2016 -- 4 ,2016,1,0,1,Kos,36.89,27.182,,
unknown,2012-06-08T00:00:00Z,2012 -- 6,2012,0,0,31,ahmetbeyli,37.99462,27.188235,,
drowned,2012-06-08T00:00:00Z,2012 -- 6,2012,0,0,30,ahmetbeyli,37.99462,27.188235,,
unknown,2016-03-14T00:00:00Z,2016 -- 3,2016,0,8,8,Kos,36.8,27.2,,
drowned,2016-01-27T00:00:00Z,2016 -- 1,2016,7,3,10,Kos,36.8,27.2,,
drowned,2015-12-18T00:00:00Z,2015 -- 12,2015,4,0,4,Yalıkavak,37.1,27.2,,
drowned,2016-03-06T00:00:00Z,2016 -- 3,2016,25,0,25,"Didim, West Turkey",37.3,27.2,,
car accident,2016-01-31T00:00:00Z,2016 -- 1,2016,3,0,3,"Didim, West Turkey",37.3,27.2,,
unknown,2016-01-26T00:00:00Z,2016 -- 1,2016,5,0,5,Didim,37.3,27.2,,
unknown,2008-06-11T00:00:00Z,2008 -- 6,2008,0,0,1,kirklareli,41.733333,27.216667,,
unknown,2008-12-05T00:00:00Z,2008 -- 12,2008,0,0,1,kirklareli,41.733333,27.216667,,
drowned,2015-09-27T00:00:00Z,2015 -- 9,2015,17,0,17,Gumusluk,37.0502,27.223749,,
drowned,2008-08-17T00:00:00Z,2008 -- 8,2008,0,0,1,didim,37.369342,27.27349,,
unknown,2008-03-22T00:00:00Z,2008 -- 3,2008,0,0,6,didim,37.369342,27.27349,,
unknown,2008-01-02T00:00:00Z,2008 -- 1,2008,0,0,6,didim,37.369342,27.27349,,
unknown,2015-03-17T00:00:00Z,2015 -- 3,2015,5,0,5,Off Kos,36.9,27.4,,
unknown,2009-06-10T00:00:00Z,2009 -- 6,2009,0,0,6,Bodrum,37.035339,27.43029,,
drowned,2009-11-05T00:00:00Z,2009 -- 11,2009,0,0,7,Bodrum,37.035339,27.43029,,
unknown,2009-01-27T00:00:00Z,2009 -- 1,2009,0,0,5,Bodrum,37.035339,27.43029,,
drowned,2007-12-18T00:00:00Z,2007 -- 12,2007,0,0,1,Bodrum,37.035339,27.43029,,
drowned,2007-12-16T00:00:00Z,2007 -- 12,2007,0,0,8,Bodrum,37.035339,27.43029,,
drowned,2001-07-10T00:00:00Z,2001 -- 7,2001,0,0,1,Bodrum,37.035339,27.43029,,
drowned,2001-07-10T00:00:00Z,2001 -- 7,2001,0,0,12,Bodrum,37.035339,27.43029,,
drowned,2001-11-06T00:00:00Z,2001 -- 11,2001,0,0,17,Bodrum,37.035339,27.43029,,
drowned,2016-02-07T00:00:00Z,2016 -- 2,2016,2,0,2,Malko Tarnovo,41.9,27.5,,
suicide - other,2016-03-23T00:00:00Z,2016 -- 3,2016,2,0,2,Malko Tarnovo,41.97,27.51,,
drowned,2016-03-24T00:00:00Z,2016 -- 3,2016,1,0,1,Patras,38.25,27.73,,
drowned,2003-01-06T00:00:00Z,2003 -- 1,2003,0,0,6,symi,36.585572,27.842865,,
drowned,2002-12-31T00:00:00Z,2002 -- 12,2002,0,0,1,symi,36.585572,27.842865,,
drowned,2002-12-31T00:00:00Z,2002 -- 12,2002,0,0,5,symi,36.585572,27.842865,,
drowned,2007-09-30T00:00:00Z,2007 -- 9,2007,0,0,16,balikesir,39.648369,27.88261,,
fall,2007-01-09T00:00:00Z,2007 -- 1,2007,0,0,15,balikesir,39.648369,27.88261,,
unknown,2015-08-29T00:00:00Z,2015 -- 8,2015,1,0,1,near Symi (Greece),36.59,27.89,,
drowned,2015-04-07T00:00:00Z,2015 -- 4,2015,7,4,11,East of Symi,36.6,27.9,,
drowned,2015-12-19T00:00:00Z,2015 -- 12,2015,18,0,18,Bodrum,36.9,27.9,,
unknown,2015-12-18T00:00:00Z,2015 -- 12,2015,4,0,4,Bodrum,36.9,27.9,,
drowned,2015-12-16T00:00:00Z,2015 -- 12,2015,4,0,4,Bodrum,36.9,27.9,,
drowned,2015-11-27T00:00:00Z,2015 -- 11,2015,2,0,2,Bodrum,36.9,27.9,,
asphyxiated,2015-11-22T00:00:00Z,2015 -- 11,2015,1,0,1,Bodrum,36.9,27.9,,
heart failure,2015-11-18T00:00:00Z,2015 -- 11,2015,1,14,15,Bodrum,36.9,27.9,,
unknown,2003-12-19T00:00:00Z,2003 -- 12,2003,0,0,51,"Rhodes, Greece",36.163149,27.971761,,
shot by the police,2016-03-28T00:00:00Z,2016 -- 3,2016,1,0,1,Rodos,36.05,27.99,,
murdered,2014-06-23T00:00:00Z,2014 -- 6,2014,6,0,6,Off Bodrum,37,28,,
run over by a train,2015-04-20T00:00:00Z,2015 -- 4,2015,3,0,3,"Rhodes, Greece",36.434963,28.217483,,
shot by the police,2015-10-29T00:00:00Z,2015 -- 10,2015,3,3,6,Rhodes,36.55,28.22,,
unknown,2003-12-19T00:00:00Z,2003 -- 12,2003,0,0,7,"Marmaris, Turkey",36.850566,28.255586,,
unknown,2002-01-03T00:00:00Z,2002 -- 1,2002,0,0,3,catalca,41.140406,28.465958,,
suicide - jumped from building,2001-10-14T00:00:00Z,2001 -- 10,2001,0,0,1,Turkey to Italy,35.922273,28.476563,,
unknown,2008-07-29T00:00:00Z,2008 -- 7,2008,0,0,13,istanbul,41.00527,28.97696,,
asphyxiated,2008-05-09T00:00:00Z,2008 -- 5,2008,0,0,18,istanbul,41.00527,28.97696,,
drowned,2008-01-06T00:00:00Z,2008 -- 1,2008,0,0,13,istanbul,41.00527,28.97696,,
unknown,2002-04-13T00:00:00Z,2002 -- 4,2002,0,0,3,istanbul,41.00527,28.97696,,
unknown,2007-08-20T00:00:00Z,2007 -- 8,2007,1,0,1,"Beyoƒülu police station, istanbul",41.036944,28.9775,,
drowned,2016-01-17T00:00:00Z,2016 -- 1,2016,1,0,1,"BCP ""Proizerskiy""",66.9,29.02,,
unknown,2014-11-02T00:00:00Z,2014 -- 11,2014,10,20,30,near Rumeli Feneri,41.24,29.12,,
fall,2016-03-20T00:00:00Z,2016 -- 3,2016,2,0,2,Rho,36.1553629,29.4271815,,
blown in minefield,2015-12-01T00:00:00Z,2015 -- 12,2015,1,0,1,Ro,36.15,29.51,,
drowned,2015-10-18T00:00:00Z,2015 -- 10,2015,4,1,5,Kastelorizo,36.155,29.584,,
drowned,2015-12-15T00:00:00Z,2015 -- 12,2015,3,3,6,Kastelorizo,36.14,29.62,,
drowned,2014-09-13T00:00:00Z,2014 -- 9,2014,15,0,15,off the coast of al-Ajami,32.3,29.7,,
drowned,2013-10-10T00:00:00Z,2013 -- 10,2013,0,0,34,alexandria,31.200092,29.918739,,
drowned,2011-07-28T00:00:00Z,2011 -- 7,2011,0,0,30,alexandria,31.200092,29.918739,,
drowned,2008-09-04T00:00:00Z,2008 -- 9,2008,0,0,3,alexandria,31.200092,29.918739,,
unknown,2007-09-14T00:00:00Z,2007 -- 9,2007,0,0,8,alexandria,31.200092,29.918739,,
drowned,2007-01-10T00:00:00Z,2007 -- 1,2007,0,0,57,alexandria,31.200092,29.918739,,
unknown,,,,1,0,1,"Alexandria, Egypt",31.200092,29.918739,,
suicide - hanged,2014-09-30T00:00:00Z,2014 -- 9,2014,0,1,1,Off the Egyptian coast,33,30,,
unknown,2014-08-02T05:00:00Z,2014 -- 8,2014,2,0,2,Mediterranean - unknown details,33,30,,
unknown,2016-01-08T00:00:00Z,2016 -- 1,2016,6,0,6,Northwest Turkey,40,30,,
unknown,2015-05-02T00:00:00Z,2015 -- 5,2015,3,0,3,"Off Egypt, (Idku)       ",31.510077,30.21185,,
unknown,2008-01-07T00:00:00Z,2008 -- 1,2008,0,0,2,sudan,12.862807,30.217636,,
drowned,2002-06-01T00:00:00Z,2002 -- 6,2002,0,0,45,sudan,12.862807,30.217636,,
drowned,2015-04-10T00:00:00Z,2015 -- 4,2015,1,0,1,"off Borg Borolos, Kafr al-Sheikh",32,30.6,,
unknown,2000-12-31T00:00:00Z,2000 -- 12,2000,0,0,25,antalya,36.88414,30.70563,,
unknown,2000-12-31T00:00:00Z,2000 -- 12,2000,0,0,6,antalya,36.88414,30.70563,,
unknown,2016-03-31T00:00:00Z,2016 -- 3,2016,12,0,12,Kafr el-Sheikh,31.61,30.77,,
run over by a train,2013-09-18T00:00:00Z,2013 -- 9,2013,0,0,2,egypt,26.820553,30.802498,,
drowned,2008-09-22T00:00:00Z,2008 -- 9,2008,0,0,83,egypt,26.820553,30.802498,,
suicide - other,2008-09-21T00:00:00Z,2008 -- 9,2008,0,0,80,egypt,26.820553,30.802498,,
drowned,2008-06-10T00:00:00Z,2008 -- 6,2008,0,0,51,egypt,26.820553,30.802498,,
drowned,2008-10-26T00:00:00Z,2008 -- 10,2008,0,0,200,egypt,26.820553,30.802498,,
drowned,2008-01-13T00:00:00Z,2008 -- 1,2008,0,0,8,egypt,26.820553,30.802498,,
unknown,2007-01-10T00:00:00Z,2007 -- 1,2007,0,0,1,egypt,26.820553,30.802498,,
drowned,2004-08-29T00:00:00Z,2004 -- 8,2004,0,0,2,egypt,26.820553,30.802498,,
drowned,2016-05-16T00:00:00Z,2016 -- 5,2016,2,0,2,"Kafr-el-Scheikh governorate, sea shore",31.540432,30.861969,,
drowned,2008-08-31T00:00:00Z,2008 -- 8,2008,0,0,48,minufiyah,30.597246,30.987632,,
drowned,2008-07-13T00:00:00Z,2008 -- 7,2008,0,0,2,minufiyah,30.597246,30.987632,,
drowned,2008-01-05T00:00:00Z,2008 -- 1,2008,0,0,51,minufiyah,30.597246,30.987632,,
lack of medical care,2008-09-04T00:00:00Z,2008 -- 9,2008,0,0,1,saboun,30.78004,30.991133,,
drowned,2008-05-08T00:00:00Z,2008 -- 5,2008,0,0,1,saboun,30.78004,30.991133,,
drowned,2015-10-11T00:00:00Z,2015 -- 10,2015,11,0,11,Baltim,32.07,31.05,,
unknown,2010-03-29T00:00:00Z,2010 -- 3,2010,0,0,2,kafr,31.558247,31.085148,,
unknown,2008-06-21T00:00:00Z,2008 -- 6,2008,0,0,1,kafr,31.558247,31.085148,,
fall,2004-05-24T00:00:00Z,2004 -- 5,2004,0,0,1,ukraine,48.379433,31.16558,,
unknown,2008-04-21T00:00:00Z,2008 -- 4,2008,0,0,2,mabrouk,30.446042,31.181203,,
drowned,2008-04-21T00:00:00Z,2008 -- 4,2008,0,0,4,mabrouk,30.446042,31.181203,,
drowned,2008-04-21T00:00:00Z,2008 -- 4,2008,0,0,1,mabrouk,30.446042,31.181203,,
drowned,2008-04-21T00:00:00Z,2008 -- 4,2008,0,0,2,mabrouk,30.446042,31.181203,,
drowned,2008-04-21T00:00:00Z,2008 -- 4,2008,0,0,17,mabrouk,30.446042,31.181203,,
unknown,2005-12-29T00:00:00Z,2005 -- 12,2005,0,0,26,cairo,30.04442,31.235712,,
burned or asphyxiated due to arson attack,2004-08-28T00:00:00Z,2004 -- 8,2004,0,0,2,cairo,30.04442,31.235712,,
car accident,2011-03-24T00:00:00Z,2011 -- 3,2011,0,0,305,"Sidi Bilal, libya",30.134703,31.254136,,
suicide - other,2001-09-26T00:00:00Z,2001 -- 9,2001,0,0,12,Suez Canal,30.840842,32.32634,,
asphyxiated,2012-09-08T00:00:00Z,2012 -- 9,2012,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
unknown,2012-01-21T00:00:00Z,2012 -- 1,2012,0,0,2,"Sinai, Egypt",24.088938,32.899829,,
car accident,2011-08-17T00:00:00Z,2011 -- 8,2011,0,0,2,"Sinai, Egypt",24.088938,32.899829,,
crushed,2011-08-11T00:00:00Z,2011 -- 8,2011,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
drowned,2011-07-06T00:00:00Z,2011 -- 7,2011,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
unknown,2011-06-24T00:00:00Z,2011 -- 6,2011,0,0,4,"Sinai, Egypt",24.088938,32.899829,,
suicide - hanged,2011-05-21T00:00:00Z,2011 -- 5,2011,0,0,25,"Sinai, Egypt",24.088938,32.899829,,
frozen,2011-01-01T00:00:00Z,2011 -- 1,2011,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
fall,2010-09-10T00:00:00Z,2010 -- 9,2010,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
crushed,2010-09-03T00:00:00Z,2010 -- 9,2010,0,0,3,"Sinai, Egypt",24.088938,32.899829,,
police violence,2010-08-13T00:00:00Z,2010 -- 8,2010,0,0,6,"Sinai, Egypt",24.088938,32.899829,,
drowned,2010-07-28T00:00:00Z,2010 -- 7,2010,0,0,2,"Sinai, Egypt",24.088938,32.899829,,
lack of medical care,2010-06-28T00:00:00Z,2010 -- 6,2010,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
shot by the police,2010-04-19T00:00:00Z,2010 -- 4,2010,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
drowned,2010-03-26T00:00:00Z,2010 -- 3,2010,0,0,2,"Sinai, Egypt",24.088938,32.899829,,
drowned,2010-02-22T00:00:00Z,2010 -- 2,2010,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
drowned,2010-02-03T00:00:00Z,2010 -- 2,2010,0,0,2,"Sinai, Egypt",24.088938,32.899829,,
crushed,2010-12-10T00:00:00Z,2010 -- 12,2010,0,0,2,"Sinai, Egypt",24.088938,32.899829,,
fall,2010-11-29T00:00:00Z,2010 -- 11,2010,0,0,6,"Sinai, Egypt",24.088938,32.899829,,
drowned,2010-11-12T00:00:00Z,2010 -- 11,2010,0,0,21,"Sinai, Egypt",24.088938,32.899829,,
drowned,2010-10-30T00:00:00Z,2010 -- 10,2010,0,0,1,"Sinai, Egypt",24.088938,32.899829,,
drowned,2010-01-10T00:00:00Z,2010 -- 1,2010,0,0,2,"Sinai, Egypt",24.088938,32.899829,,
